0.642690,0.538621,0.511898,0.610257,0.492989,0.214462,0.243980,0.572095,0.772629,0.310628,0.404083
0.596800,0.241435,0.905720,0.159212,0.588664,0.261972,0.876340,0.919075,0.104973,0.970681,0.043427
0.034044,0.532581,0.027455,0.337497,0.193336,0.268680,0.976873,0.947166,0.819886,0.655225,0.055431
0.689161,0.636785,0.602776,0.121442,0.212871,0.507438,0.476598,0.081412,0.357008,0.733196,0.731143
0.118041,0.042109,0.318855,0.838763,0.607879,0.077158,0.265725,0.586412,0.423935,0.634639,0.051193
0.585924,0.963981,0.005556,0.688486,0.897967,0.793007,0.664589,0.809196,0.161788,0.254707,0.500896
0.927890,0.502885,0.195579,0.673565,0.317538,0.789981,0.743934,0.145983,0.790826,0.433570,0.881187
0.572084,0.989615,0.418249,0.355188,0.533935,0.260499,0.405861,0.613911,0.276159,0.574166,0.912956
0.386288,0.027145,0.406057,0.739365,0.463726,0.980715,0.522056,0.572756,0.983450,0.210772,0.195093
0.966230,0.428841,0.000595,0.730064,0.477246,0.094684,0.222951,0.317253,0.172862,0.617847,0.441774
0.201918,0.134476,0.173063,0.359427,0.038945,0.079809,0.606981,0.071125,0.883444,0.287744,0.234818
0.345769,0.008391,0.604077,0.709787,0.267453,0.215390,0.066000,0.734971,0.044565,0.390004,0.478186
0.402176,0.575994,0.918179,0.782665,0.265991,0.110161,0.069892,0.769981,0.622754,0.987390,0.435597
0.413041,0.661216,0.913414,0.927127,0.129711,0.986223,0.209077,0.050388,0.105661,0.894267,0.799918
0.053341,0.498180,0.411032,0.060855,0.242917,0.327183,0.958274,0.115431,0.629344,0.527907,0.025661
0.257989,0.262245,0.394288,0.068003,0.829337,0.125376,0.169747,0.408883,0.919451,0.937243,0.352498
0.829556,0.688884,0.220719,0.323544,0.999056,0.888269,0.440266,0.172735,0.399444,0.669830,0.623565
0.363131,0.332434,0.657725,0.604804,0.116535,0.179288,0.837824,0.089467,0.393582,0.424491,0.250007
0.143837,0.244629,0.720176,0.371899,0.461172,0.004950,0.017366,0.360000,0.929223,0.587999,0.035044
0.419665,0.154991,0.572470,0.729837,0.673295,0.127329,0.063910,0.582850,0.439731,0.009617,0.204642
0.525197,0.740569,0.091101,0.183932,0.256804,0.999706,0.634232,0.407428,0.254794,0.095689,0.077774
0.016092,0.901742,0.460227,0.558156,0.985027,0.379198,0.851528,0.421464,0.900669,0.134676,0.668031
0.617174,0.880986,0.273150,0.461675,0.459776,0.946237,0.942164,0.151969,0.577975,0.064352,0.912710
0.854351,0.967723,0.600395,0.779453,0.398161,0.639178,0.024264,0.506065,0.896602,0.169535,0.762688
0.463508,0.164691,0.019674,0.884867,0.446923,0.945290,0.477735,0.487813,0.236737,0.397934,0.241373
0.286818,0.635228,0.140222,0.948063,0.464668,0.592441,0.878228,0.777717,0.062245,0.469303,0.786392
0.959730,0.548227,0.529436,0.840737,0.110511,0.854498,0.534681,0.343329,0.153698,0.273225,0.097136
0.916845,0.542297,0.035879,0.951404,0.747311,0.399290,0.551156,0.890218,0.032559,0.542426,0.648194
0.206518,0.862409,0.586466,0.003509,0.168775,0.624338,0.659531,0.807154,0.030352,0.564891,0.058326
0.413333,0.615315,0.143352,0.143217,0.816526,0.371721,0.944305,0.962417,0.615127,0.182325,0.643638
0.394400,0.895094,0.669061,0.637496,0.166001,0.238390,0.952821,0.282567,0.148780,0.181106,0.702245
0.077516,0.185027,0.187399,0.712638,0.427958,0.416730,0.991371,0.005139,0.940081,0.092172,0.732408
0.978082,0.027710,0.011491,0.191230,0.449960,0.229270,0.524585,0.296594,0.335257,0.991010,0.692695
0.827283,0.681494,0.563497,0.998058,0.418715,0.855407,0.501302,0.190632,0.491865,0.007973,0.363770
0.106962,0.160703,0.988091,0.773395,0.190062,0.324732,0.353024,0.127990,0.206646,0.866804,0.307651
0.587749,0.331406,0.365730,0.854947,0.870962,0.910197,0.498447,0.225711,0.576798,0.441921,0.682895
0.578930,0.002365,0.283200,0.455851,0.499373,0.614259,0.424823,0.900280,0.104561,0.277233,0.946726
0.488589,0.555543,0.521008,0.172619,0.606604,0.347986,0.264036,0.646091,0.340245,0.409778,0.109797
0.274419,0.232836,0.370830,0.403733,0.416314,0.148426,0.126986,0.691281,0.297595,0.006277,0.049845
0.879191,0.728580,0.861345,0.645164,0.436709,0.886338,0.945587,0.326342,0.592708,0.741410,0.149534
0.138811,0.481919,0.162634,0.192544,0.425034,0.396118,0.929299,0.703631,0.084495,0.040341,0.610322
0.535129,0.759106,0.795870,0.281379,0.926449,0.367033,0.887661,0.643734,0.260345,0.928784,0.451601
0.293605,0.100387,0.093163,0.475970,0.043661,0.557604,0.164183,0.909663,0.859104,0.351185,0.793423
0.735083,0.631837,0.678463,0.190786,0.026025,0.996937,0.003600,0.711140,0.908116,0.101454,0.840902
0.685072,0.673503,0.673683,0.931289,0.447737,0.051116,0.099314,0.985983,0.174794,0.307165,0.335893
0.544291,0.587370,0.586309,0.221822,0.212091,0.954970,0.393971,0.036387,0.986681,0.610432,0.570978
0.515120,0.913746,0.253838,0.748711,0.427228,0.821911,0.052367,0.641128,0.879168,0.653955,0.122237
0.283713,0.672271,0.620017,0.966418,0.120032,0.505999,0.318770,0.956426,0.842074,0.893576,0.375650
0.334890,0.877786,0.424104,0.507177,0.769718,0.317325,0.768333,0.669294,0.142104,0.188838,0.314465
0.055683,0.523445,0.083726,0.170332,0.852861,0.941415,0.737556,0.922233,0.722908,0.794679,0.961475
0.577653,0.777850,0.888913,0.727435,0.802865,0.153383,0.573703,0.224334,0.433955,0.110058,0.656077
